Station Name,Water Year,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values
Lizard Head Pass,1995,0,0,0.1,2.3,4.9,6.5,6.6,8.2,10.4,11.6,13.5,14.3,19.9,20.8,21.1,23.6,14.2,27.3,0,29.8,0,31.7,0,35.5
Lizard Head Pass,1996,0,0,0,0.2,2,2.1,4,4,9.6,9.5,12.3,12.6,15,14.9,11.3,16.9,0,17.6,0,20.3,0,21.9,0,23.8
Lizard Head Pass,1997,0,0,3.3,7.5,6.9,11.2,11.8,16.1,18.2,21.6,19.5,23,21.3,25,22.8,28.6,6.3,31.7,0,33.3,0,36.7,0,42
Lizard Head Pass,1998,0,0,1,2.5,3.8,5.3,5.4,7,7.5,8.7,9.8,10.6,13.4,14,14.6,17.6,0,18.8,0,18.8,0,23.1,0,25.6
Lizard Head Pass,1999,0,0,2.1,5.6,5,8.9,5.8,9.4,8,11.5,8.8,12.3,7.2,13.3,10.2,21,0,25.3,0,27.6,0,32.1,0,39.6
Lizard Head Pass,2000,0,0,0,0.2,1.2,0.5,2.2,1.6,6,5.1,10.5,8.6,16.2,13.4,9.1,15.3,0,17.1,0,17.2,0,19.1,0,23.2
Lizard Head Pass,2001,0,0,2.3,4.3,3.4,5.6,6.2,7.8,8.5,9.7,11.6,12.2,12.7,15,11.2,18.9,0,20.7,0,20.8,0,23.9,0,25.9
Lizard Head Pass,2002,0,0,0.2,1.6,4.3,4.7,6.2,6.8,5.9,6.8,6.2,7.3,5.9,8.3,0,9.7,0,10.7,0,10.8,0,13.4,0,16
Lizard Head Pass,2003,0,0,1.9,3.1,4.7,6.2,7.2,8.7,8,9.2,11.2,12,12.7,14.8,9.7,17,0,18.7,0,19.4,0,21.6,0,24.4
Lizard Head Pass,2004,0,0,0,0.8,3.5,3.1,6.3,4.7,9.5,7.2,13.2,9.9,12.7,11.3,13.3,16.1,0,16.3,0,16.9,0,19.2,0,20.5
Lizard Head Pass,2005,0,0,2.3,4,5.2,7.2,7.3,9.1,13.5,13.8,16.1,16.7,18.7,18.8,16.5,21.5,0,22.6,0,23.8,0,25.6,0,27.9
Lizard Head Pass,2006,0,0,0.5,3.1,2.1,4.7,5.5,7.8,7.7,10,8.1,10.6,13,13.2,5.4,14.6,0,15.9,0,17.1,0,23.2,0,27
Lizard Head Pass,2007,0,0,0.7,5.2,4,7.7,6.2,9.6,7.3,10.1,11,12.7,10.5,14.6,5.3,17.8,0,21.9,0,22.5,0,27.7,0,30.3
Lizard Head Pass,2008,0,0,0,2.2,3.4,3.4,8.9,8.9,15.9,13,21,17.2,22.1,18,16.9,20,0,22.3,0,22.5,0,25.2,0,27.5
Lizard Head Pass,2009,0,0,0,1.6,3.9,4.6,10.9,9.6,13.5,11.7,16.5,14.5,17.8,15.8,8.5,19.2,0,20.7,0,23.7,0,24.6,0,25.8
Lizard Head Pass,2010,0,0,0.6,2.1,2.5,3.6,7.3,6.3,10.8,8.4,13.5,10.9,16.2,12.7,9.6,15,0,16.4,0,16.5,0,19.7,0,22.3
Lizard Head Pass,2011,0,0,0.5,3,3,4.8,7.9,9,8.9,9.6,11.6,11.1,13.2,12.7,12.7,16.9,0,18.8,0,19.1,0,21.7,0,24
Lizard Head Pass,2012,0,0,0.8,3.2,2.9,5.2,4.8,7.3,7,9,10.7,11.7,7.1,12.3,0,14.8,0,15.1,0,15.1,0,19.3,0,21.9
Lizard Head Pass,2013,0,0,0,0.7,1.5,2,4.2,4.3,7.3,7.1,8.7,8.4,10.4,10.3,0,10.9,0,12.9,0,13,0,16.4,0,20.7
Lizard Head Pass,2014,0,0,1.4,3.1,4.5,6,6.6,7.5,8.8,9.3,13.1,12.9,15.5,15.2,7.3,17.9,0,20.9,0,21.1,0,24.2,0,27
Lizard Head Pass,2015,0,0,0,1.1,3.3,4.2,6.4,7.5,8.2,8.7,11.8,11.1,10,12.5,0.6,14,0,20.4,0,23,0,25.7,0,27.8
Lizard Head Pass,2016,0,0,0,3.2,3.8,6,9.5,10.7,13.3,13.9,13.7,14.6,15.1,16.1,9.6,18.8,0,21.2,0,23.3,0,25.6,0,30.6
Lizard Head Pass,2017,0,0,0,0.5,2.7,2.8,7.4,6.7,17.1,13.9,21.3,16.7,21.1,18.8,13.2,20.9,0,23.4,0,23.8,0,27.9,0,28.9
Lizard Head Pass,2018,0,0,0.6,1,1.4,1.6,2.1,2,4.3,3.9,7.3,5.9,8,6.9,0,7.8,0,8.2,0,8.7,0,11.6,0,12.8
Lizard Head Pass,2019,0,0,0.4,3.3,2.8,4.6,4.4,5.8,8.3,8.9,14.1,12.9,22.1,18.1,17.9,19.2,14.1,24.2,0,24.6,0,25,0,26.9
Lizard Head Pass,2020,0,0,0.4,0.6,4.4,4.4,8.8,8.7,10.7,10.3,11.7,11,16.7,14.9,8.7,15.7,0,16.4,0,17.1,0,21.1,0,22.2
Lizard Head Pass,2021,0,0,0.1,0.5,2.9,2.9,4.9,4.7,7,6.4,10.3,8.6,13.4,11.3,3.1,12.5,0,14.5,0,15.8,0,21.7,0,23.9
Lizard Head Pass,2022,0,0,0.2,2.6,1.9,3.3,9.4,9.3,9.3,9.7,11.1,10.8,13.2,12.7,1.3,13.5,0,15.1,0,17.7,0,20.8,0,25.2
Lone Cone,1980,,,,,,,,,,,,,,,,,,,,,0,32.8,0,34.6
Lone Cone,1981,0,0,1.8,3.4,2.9,4.9,5.2,6.6,6.5,7.7,8.2,9.5,11.6,14,0,16.1,0,19.4,0,20.5,0,26.4,0,29.3
Lone Cone,1982,0,0,1.1,5.6,2.9,7.6,8.2,12.1,14.3,17,17,19.3,22.8,25.3,11.1,26.3,0,29.7,0,30,0,33.7,0,38.8
Lone Cone,1983,0,0,1,1.3,6.5,7.8,9.1,10.4,11.1,11.6,14.8,15.5,20,22.3,15.4,26.3,0,29.3,0,33,0,36.3,0,40.5
Lone Cone,1984,0,0,0.5,0.7,6.5,7.1,14.1,14.7,15.3,17.6,15.8,20.6,7.7,25.1,0,30.1,0,32.4,0,35.2,0,36.3,0,41.4
Lone Cone,1985,0,0,3.9,6.2,6.1,8.6,11.3,13.4,13.8,15.2,16.5,18.3,23.5,24.6,11.1,28.8,0,32.5,0,33.6,0,36.3,0,36.6
Lone Cone,1986,0,0,0,2.7,6.9,8.4,8.6,10.7,9.7,12.4,16.3,17,18.3,20.6,9.8,25.1,0,28.5,0,30.7,0,35.2,0,36.5
Lone Cone,1987,0,0,1.6,3.1,6.6,8.1,4.9,9.8,10.4,14.4,17.1,18,21.8,22.5,9.7,23.6,0,26.3,0,27.6,0,29.2,0,32.1
Lone Cone,1988,0,0,0,1.3,1.3,3.5,4.2,6.7,9.9,10.8,10.8,11.4,11.3,14.5,0,16.6,0,19.8,0,22.8,0,25,0,28.2
Lone Cone,1989,0,0,0,1.1,4.7,6.1,9.8,10.6,13,13.1,18.6,17.6,17.6,20.3,0,21,0,21.8,0,22.3,0,26,0,26.1
Lone Cone,1990,0,0,0,2,0.5,2.5,0.5,3,2,4.5,4.2,6.9,7.2,10.8,2.4,15.9,0,17.3,0,17.7,0,21.8,0,23.5
Lone Cone,1991,0,0,0,2.5,3.1,5.8,5.4,8.5,8.5,10.9,12.2,13.5,20,19.9,6.7,22.3,0,23.1,0,24.8,0,27.1,0,29.8
Lone Cone,1992,0,0,1.6,2.2,7.2,7.4,8.5,9,9.2,10.6,14.4,13.1,18.6,18,2,19.3,0,23.8,0,24.7,0,27.2,0,30.1
Lone Cone,1993,0,0,1.5,2.1,4.3,5,7.5,8.2,15,14.5,23.1,21.2,25.6,24.3,15.5,26.6,0,30.3,0,31,0,31,0,35
Lone Cone,1994,0,0,0,2.2,3.1,5.6,6.2,8.2,9.2,9.9,14.4,14.8,15.2,16.9,12,21,0,22,0,22.5,0,23.2,0,24.7
Lone Cone,1995,0,0,0.5,1.6,6.6,7.4,9,9.3,13.2,12.6,16.9,15.4,24.2,24,21.6,28.1,7,32.7,0,34.8,0,36.1,0,38.4
Lone Cone,1996,0,0,0,0.2,1.1,1.7,2.6,3.4,9.6,9.9,12.4,13,13.8,15.3,2.6,17.6,0,18.2,0,20,0,22.4,0,23.6
Lone Cone,1997,0,0,3.3,8.1,7.6,12.6,14.2,17.6,22.5,24.6,27.5,25.9,27.7,28.3,20.4,32.2,0,35.1,0,35.5,0,36.7,0,39.8
Lone Cone,1998,0,0,0.3,4.2,3.3,7.3,5.9,9.6,9.4,11.7,14.1,14.7,17.9,19.8,10.6,23.2,0,24.2,0,24.4,0,31.1,0,33.1
Lone Cone,1999,0,0,1.3,5.1,4.5,8.7,5.8,10.9,10.5,14,12.7,15.5,5.8,16.6,1.9,24.2,0,27,0,29,0,34,0,39.3
Lone Cone,2000,0,0,0,0.3,0.3,0.6,2,2.2,6.8,6.9,11.2,11.5,14.3,16.2,0,17.7,0,19.7,0,20.9,0,21.6,0,25.8
Lone Cone,2001,0,0,1.5,2.9,3.6,5.2,5.4,7.2,8.3,9.5,12.5,13.2,14.5,15.5,0.8,19.7,0,21.9,0,22.4,0,23.7,0,27.2
Lone Cone,2002,0,0,0,1.4,3.4,5,5.9,7.4,7.2,8.3,8.4,9.6,7.4,12.2,0,13.5,0,14.1,0,14.1,0,15.8,0,18.2
Lone Cone,2003,0,0,1.5,3.6,4.2,6.9,6.2,9.4,7.2,10.6,12.2,15.5,14.7,19,0,21.2,0,22.9,0,23.4,0,27,0,30
Lone Cone,2004,0,0,0,2,3,5.7,6.9,9.4,10.4,12.9,15.1,16.7,10.2,17.7,3.9,22.2,0,22.3,0,22.5,0,25.3,0,27.8
Lone Cone,2005,0,0,1.6,3.4,4.7,6.8,6.9,8.7,12.9,14.7,16.8,18.5,19.9,21.7,7.6,24.8,0,26.2,0,27.2,0,28.9,0,31.3
Lone Cone,2006,0,0,0.4,4.3,1,5.5,4.1,8.1,7.4,11.3,8.5,12.6,13,17.4,0,20.3,0,20.5,0,21.6,0,25,0,29.4
Lone Cone,2007,0,0,1.8,6.1,4.7,9.5,6.9,11.9,9.3,14.1,14.1,17.4,13.2,20.4,0,23.3,0,26,0,26.4,0,30.2,0,32.6
Lone Cone,2008,0,0,0,2.7,1.4,4.2,7.2,9.9,14.9,17,20.5,22,20.7,24,4.2,25.9,0,28.1,0,28.5,0,32.3,0,36.2
Lone Cone,2009,0,0,0,1.4,1.7,3.1,9.6,10.6,12.4,13.4,16.6,17,17,19.3,0,22.9,0,25.3,0,28.6,0,29.8,0,30.7
Lone Cone,2010,0,0,1,2.4,2.7,4.2,7.9,9,11.1,12,14.9,15.9,18.8,19.9,5.3,23.3,0,24.7,0,25.2,0,29.3,0,32.5
Lone Cone,2011,0,0,0.7,2.9,3.1,5.9,7.9,10.6,9.9,12.1,12.5,14.6,13.4,17.6,7.2,23.1,0,26.1,0,26.4,0,29.2,0,31.3
Lone Cone,2012,0,0,0.5,4,3,6.3,5.2,8.6,8.4,11.8,12.9,16.3,7.5,17.7,0,19.6,0,19.6,0,19.7,0,25.3,0,28
Lone Cone,2013,0,0,0,1,2.2,3.2,5.4,6.3,9.6,10.2,11.7,12.4,11.2,14.3,0,16.4,0,17.7,0,17.7,0,20.9,0,25.3
Lone Cone,2014,0,0,1.7,4.3,4.3,6.8,6.5,9.2,8.3,11.1,11.9,14.2,13.1,16.6,2.4,19.5,0,23.4,0,23.4,0,26.6,0,29.6
Lone Cone,2015,0,0,0.1,0.8,3.6,4.3,6,6.5,7.3,7.8,10.6,10.4,6.8,12.2,0,13.6,0,19.8,0,21.5,0,24.6,0,27
Lone Cone,2016,0,0,0,2.6,4,6.8,9.9,12.7,13.3,16.1,14.3,17.2,15.1,19.7,6.3,22.9,0,25.8,0,26.8,0,28.6,0,34.1
Lone Cone,2017,0,0,0,0.5,3.3,3.7,9,9.1,17.7,17.1,21.3,20.6,19.1,23,6.4,24.7,0,27,0,27,0,28.7,0,30
Lone Cone,2018,0,0,0.4,1.3,0.4,1.9,1,2.6,3.5,4.9,7.5,8.7,8.4,11.1,0,12.6,0,13.3,0,13.7,0,15.5,0,16.8
Lone Cone,2019,0,0,0.4,3.5,2,4.9,4.6,6.8,9,11,15.2,16.9,22.9,25.5,12.3,28,1.4,33.6,0,34.1,0,35.2,0,36.2
Lone Cone,2020,0,0,0.4,0.7,3.2,3.3,6.8,6.6,8.8,8.5,9.9,9.5,13.3,13.5,0,14.6,0,15.1,0,15.5,0,17.8,0,18.6
Lone Cone,2021,0,0,0.5,0.7,2.4,3.9,5,6.1,7.4,8.3,9.9,10.5,13.5,14.7,0,15.3,0,16.9,0,17.2,0,21.6,0,23.5
Lone Cone,2022,0,0,1,3.7,1.5,4.5,9.4,8.8,9.7,11.5,13,14,14.9,17,0,18.8,0,19.7,0,19.7,0,22.6,0.1,25
Mc Clure Pass,1980,,,,,,,,,,,,,,,,,,,,,0,25.3,0,27.1
Mc Clure Pass,1981,0,0,1.6,3.9,1.7,5.9,4.4,8.4,5.7,9.4,7.4,11.1,12.6,15.9,0,18,0,21.4,0,23.8,0,25.9,0,28.4
Mc Clure Pass,1982,0,0,0.5,6.6,0.9,8.1,5.5,12.6,10.8,17.3,12.9,19.1,20.3,24.3,12.8,25.8,0,27.3,0,28,0,30.1,0,31.5
Mc Clure Pass,1983,0,0,1.6,3.4,6.4,8.1,7.6,9.1,9.1,11.4,16.8,14.8,22.6,20.5,22.6,24.8,8,29.6,0,32.2,0,33.1,0,37.3
Mc Clure Pass,1984,0,0,0,1.1,6.1,7.8,14.8,15.2,16.3,16.8,19.8,19.1,26.3,24.3,26.8,28.2,0,30.7,0,34.9,0,37.4,0,42.9
Mc Clure Pass,1985,0,0,2.4,5.9,3.5,7.7,10.8,13.2,14.1,15.5,17.8,18.6,23.8,24.6,18.6,29,0,32,0,33.1,0,35.1,0,35.2
Mc Clure Pass,1986,0,0,0,3.9,7.3,11.2,9.7,14.2,11.4,15.5,15.8,19.3,14.8,22.8,10.3,27.3,0,30.8,0,32.1,0,34.5,0,37
Mc Clure Pass,1987,0,0,0.7,4,3.7,7.7,5,9.4,7.4,12,11,15.1,14.2,17.8,3.2,18.8,0,21.1,0,22.6,0,24,0,26.7
Mc Clure Pass,1988,0,0,0,1.9,0.7,3.6,4.8,7.1,9.9,12.3,11.6,14.1,14.3,16.8,7.3,19.5,0,21,0,22.6,0,23.8,0,24.8
Mc Clure Pass,1989,0,0,0,0.2,3.2,4.4,7.5,8.2,11.2,11.1,13.5,15.3,17.8,19.3,4.6,20.3,0,21.3,0,21.3,0,23.1,0,25
Mc Clure Pass,1990,0,0,0,3.3,1.7,4.8,3,5.8,4.9,7.6,7.8,10.6,9.8,14.3,3.3,18.4,0,19.1,0,19.7,0,22.5,0,22.8
Mc Clure Pass,1991,0,0,0,3.8,2.3,7.2,6,10.3,9.1,12.9,10.3,14.3,15.9,20.1,15.9,22.7,0,23.4,0,24.5,0,27,0,29.4
Mc Clure Pass,1992,0,0,2,3.1,4.3,6.6,5.6,7.9,7.1,9.4,10.4,13.4,16,18.3,2.5,19.3,0,23.8,0,25.2,0,27.3,0,30.5
Mc Clure Pass,1993,0,0,1.4,3.2,5.4,8.4,8.8,11.7,14.5,16.6,24.1,24.3,27.4,28.6,25.8,32.8,0,35.8,0,36.4,0,37.3,0,40
Mc Clure Pass,1994,0,0,0.8,3.9,4.3,7.2,6.1,9,7.6,10.4,13,16.6,13.1,18.5,12.9,22.9,0,24,0,25.3,0,25.8,0,28.3
Mc Clure Pass,1995,0,0,0.3,3,4.3,7.9,7.6,10.7,11.5,14.5,17.2,19.2,24.8,26.7,26.1,30.8,14.9,38.6,0,41.8,0,45.1,0,46
Mc Clure Pass,1996,0,0,0.7,1.2,1.9,3.9,4.4,6,9.9,11.2,12.4,15.7,14.3,18.6,10.2,20.9,0,21.9,0,23.4,0,25,0,25.4
Mc Clure Pass,1997,0,0,3.2,5.5,6.7,10,12.1,14.9,19.7,21.7,22.8,23.1,22.4,24.5,18.6,28.6,0,31.5,0,34.5,0,36.1,0,41.3
Mc Clure Pass,1998,0,0,0.8,5.4,4.3,9.3,6,11.3,11.1,15.4,15.3,19.3,21.2,25,22.5,30.3,0,31.5,0,33.4,0,36.3,0,37.3
Mc Clure Pass,1999,0,0,0.1,3,2.9,6.1,4.5,7.5,8,10.9,10.4,13.1,9.1,14.3,9.8,19.8,0,22.8,0,24.6,0,27.3,0,30.9
Mc Clure Pass,2000,0,0,0,0.1,0.3,0.2,2.3,1.9,7,5.4,11.5,10.4,16.1,13.8,6.3,15.7,0,18.6,0,19.4,0,19.7,0,22.6
Mc Clure Pass,2001,0,0,0.4,1.7,3.2,4.6,5.8,7.2,8.4,9.6,12.2,13.1,13.9,15.7,6,18.8,0,21,0,23,0,26,0,29.4
Mc Clure Pass,2002,0,0,0.3,1.8,3,4.7,6.2,7.8,8.3,9.6,8.1,11.6,11.2,17.3,0,18.7,0,19.2,0,19.3,0,19.6,0,20.9
Mc Clure Pass,2003,0,0,2.3,4.2,4.7,7,7.1,9.2,8.1,10.1,12.9,14.1,15.6,16.9,10.4,20.8,0,24.9,0,26.1,0,26.5,0,29
Mc Clure Pass,2004,0,0,0,1.1,3.3,5.5,7.4,9.5,10,11.7,13.9,14.9,10.7,16,3.9,20.3,0,21.5,0,21.5,0,23.1,0,23.5
Mc Clure Pass,2005,0,0,0.7,3.1,3.6,7.1,7.5,10.7,15.7,17.4,21.6,21.8,25.6,24.5,18.6,27.4,0,29.6,0,32.1,0,32.8,0,35.6
Mc Clure Pass,2006,0,0,0.9,4.5,2.7,8,7.8,13.3,11.3,16.4,13.6,18.4,19.8,23.6,6.7,26.3,0,27.8,0,28.5,0,31.3,0,33.4
Mc Clure Pass,2007,0,0,2.1,6.8,5.2,11.5,7.2,13.1,9.6,15.3,14.3,19.1,14.4,22.6,2.1,25,0,27,0,27.6,0,31.7,0,33.7
Mc Clure Pass,2008,0,0,0,3.1,1.8,4.5,8,10.9,15.7,17.2,22.7,22.3,26.8,24.7,19.4,27.1,0,29.4,0,30.1,0,32.2,0,34.4
Mc Clure Pass,2009,0,0,0.1,1.7,1.8,4.6,9.2,11.6,13.2,15.7,16.8,18.4,21.2,21.8,8.6,25.5,0,28,0,30.1,0,30.9,0,31.4
Mc Clure Pass,2010,0,0,1.1,3.2,1.4,4.7,6.2,9,9.4,12.1,14,16.2,17.6,19,7.7,22.7,0,24.2,0,24.7,0,26.4,0,29.2
Mc Clure Pass,2011,0,0,0,3.2,3.4,6.8,10.6,13.3,13.5,15.4,18.4,18.7,22.2,22.1,22.3,27.1,0,31.1,0,31.9,0,32.8,0,34.4
Mc Clure Pass,2012,0,0,0.6,3.1,2.8,5.6,4.1,6.8,7.8,10.4,11.7,13.8,8.2,14.7,0,16.9,0,17.4,0,17.4,0,21.8,0,22.3
Mc Clure Pass,2013,0,0,0,0.3,1.4,2,5.2,5.3,8.6,8.3,11.4,10.9,12.9,13.4,7.9,17.1,0,19,0,20.2,0,24,0,26.1
Mc Clure Pass,2014,0,0,1.2,4.1,3.8,6.9,7.6,10.1,11,13.3,15,16.8,18.1,19.1,7.3,21.3,0,23.6,0,24,0,25.1,0,29.5
Mc Clure Pass,2015,0,0,0,1.7,2.2,4.7,7,9.2,8,10.3,9.5,12,5.8,13.8,0,16.2,0,21,0,22.5,0,24.5,0,26.1
Mc Clure Pass,2016,0,0,0,2.9,2.8,7.2,7.4,11.8,11.8,15.8,13.1,16.9,13.1,19.3,8.5,22.8,0,25.6,0,26.5,0,28.7,0,30.9
Mc Clure Pass,2017,0,0,0,1.2,2.7,4.3,7.6,9.3,14.5,15.7,17.9,19,12.7,20.6,0.4,22.3,0,25.2,0,25.8,0,28.1,0,30.7
Mc Clure Pass,2018,0.1,0,0,1.7,0,2.3,1,3.4,3.6,6.1,8,10.2,8.6,12.9,0,15.7,0,16.5,0,17,0,18.2,0,20.2
Mc Clure Pass,2019,0,0,0.2,4.8,2.8,7.3,5.7,10,9.7,13.9,14.2,18.3,22,26.3,12.2,30.1,0,36.4,0,38.1,0,39.1,0,41.3
Mc Clure Pass,2020,0,0,1.1,2.1,2.2,4.1,5.9,7.5,9.7,11.1,13.1,14.2,16,17.8,5.6,19.2,0,20.2,0,21.9,0,23.2,0,24.3
Mc Clure Pass,2021,0,0,0.2,0.9,1.8,3.5,4.3,6.3,6.8,8.7,10.5,12.2,13.2,15.4,0.1,16.4,0.2,18.2,0,18.8,0,23.4,0,26.7
Mc Clure Pass,2022,0.2,0,0.3,2.8,0.6,4.7,8.3,11.6,8.9,12.4,11.9,15,13,18.1,3.1,20.4,0.2,22,0,22.8,0,24.6,0,28.2
Mineral Creek,1979,0,,2.3,,4.6,,,,,,21.5,,27,,23.3,,1.9,,0,,0,,0,
Mineral Creek,1980,0,0,1.7,2.3,4,5.5,6.8,7,11.4,12.6,15.8,19.3,20.8,23.6,19.6,26.7,5.1,29.9,0,30.2,0,31.6,0,33.8
Mineral Creek,1981,0,0,3.1,1.6,2.9,2.8,3.7,4.3,4.3,4.9,4.7,6.2,8.3,10.1,0,11.8,0,16,0,18.3,0,25.1,0,27.3
Mineral Creek,1982,0,0,0.7,5,6.3,6.8,9.3,10.6,11.3,14.3,12.9,16.8,16.1,22,14.2,23.8,0,26.8,0,27.5,0,29.2,0,36.7
Mineral Creek,1983,0,0,1,1.5,4.9,6.5,7.6,8.3,8,9.7,11.5,13.2,18.3,18,19.8,21.3,5,24.3,0,26.4,0,29.2,0,31.2
Mineral Creek,1984,0,0,0.3,1.2,4.2,5.7,12.3,13.4,12.6,15.1,14,17,18.5,20.7,22.6,24.8,0,27.2,0,31,0,35.1,0,39.5
Mineral Creek,1985,0,0,2.5,5.2,3.8,6.9,8.7,12.1,11.4,14.1,13.4,16.2,18.5,20.7,14.6,24,0,27.4,0,27.7,0,30.5,0,32.1
Mineral Creek,1986,0,0,0,2.5,5.3,7.9,7.2,9.9,8.1,10.6,12.4,15.5,14.4,18.5,13.6,22.8,0,24.6,0,26.3,0,30,0,31.9
Mineral Creek,1987,0,0,1.1,3.1,5.3,7.9,7,9,9.2,12.4,12.8,16,17,19.1,11.9,21.3,0,23.1,0,24.1,0,25.6,0,29.8
Mineral Creek,1988,0,0,0.2,2.3,4.4,5.2,5.8,7.1,8.7,10.7,10,12.3,10.2,15.5,5.2,17.5,0,19.1,0,20.6,0,22.8,0,26.6
Mineral Creek,1989,0,0,0,1.1,3.6,5.5,7.1,8.9,9.6,11.3,15.3,14.8,16,17.3,3.6,18.3,0,19.1,0,19.5,0,23.5,0,24.8
Mineral Creek,1990,0,0,0,2.5,0.6,2.9,1.4,3.8,3.2,5.6,5,7.6,7.1,11,7.8,16.9,0,18.8,0,19.3,0,22.4,0,25.1
Mineral Creek,1991,0,0,0.1,2.8,2.9,6.3,5.2,8.1,7,10.2,8.1,11.8,14.2,18.4,10.1,20.4,0,22.1,0,23.3,0,26.3,0,28.5
Mineral Creek,1992,0,0,1.1,1.6,5.4,6,6.5,7.4,7.5,8.7,9.8,11.1,14.8,14.9,4.3,16.2,0.4,20.9,0,22,0,25.2,0,29.3
Mineral Creek,1993,0,0,0.8,1.6,3.2,4.6,5.2,7.1,12.1,12.4,19.7,19.2,21.9,22.3,20.5,25.1,0,28.1,0,28.9,0,29.5,0,33.4
Mineral Creek,1994,0,0,0.2,2.3,2.4,4.5,4.3,5.8,5.6,7.2,9.7,11,11.2,13.4,11.9,18.5,0,20.4,0,20.9,0,21.7,0,22.3
Mineral Creek,1995,0,0,1.4,1.6,5.9,9.5,7.6,11.6,12.7,14.8,16.1,17.8,21.1,23,22,26.3,14.5,31.3,0,33.5,0,34.9,0,38.1
Mineral Creek,1996,0,0,0.1,0.4,2.5,2.9,5,5.1,9.5,9.6,12.7,12.6,15.1,15.5,10.7,18.4,0,18.4,0,21.2,0,22.1,0,24.1
Mineral Creek,1997,0,0,3.4,7,7.3,11,11,14.7,16.4,19.7,19.3,22.2,19.4,23.1,19.2,27.3,0.3,30.7,0,32.2,0,33.9,0,37.5
Mineral Creek,1998,0,0,0,3.8,3,6.7,4.1,8.1,7.4,10.7,8.6,12.5,13.6,16.9,12.9,19.4,0,20.5,0,20.6,0,22.8,0,25
Mineral Creek,1999,0,0,2.8,5.8,5.5,9.2,6.4,10.1,9.2,13,11.1,14.4,9.4,15.6,10.7,21.8,0,25.8,0,27.2,0,31.7,0,38.4
Mineral Creek,2000,0,0,0,0.3,0.7,0.9,1.9,1.9,5,5.1,8.8,8.6,14.9,14,4.3,15.4,0,17.2,0,17.2,0,18.6,0,21.3
Mineral Creek,2001,0,0,1.9,4.8,3.6,6.8,5.8,8.7,8.8,11.4,12.1,14.3,13.4,16.6,10.8,20.3,0,22.3,0,22.4,0,23.4,0,25.8
Mineral Creek,2002,0,0,0.3,1,3.2,3.5,5.9,5.4,6.2,6.1,7,7.7,7.6,9.4,0,10.5,0,10.6,0,10.7,0,11.5,0,12.4
Mineral Creek,2003,0,0,1.7,3.9,4.5,6.9,6.7,8.8,7.2,9.3,10.4,11.9,11.6,13.8,6.6,15.8,0,17,0,17.2,0,18.4,0,22.1
Mineral Creek,2004,0,0,0,1,3.8,5.3,7,8.3,9.6,10.8,13.4,15,14.1,16.5,13.4,21.4,0,22,0,22.7,0,24.3,0,24.7
Mineral Creek,2005,0,0,2.3,4,5,7.6,7.5,9.1,14,15.2,17,17.9,20.3,21,18.4,24.8,0,26.2,0,27.1,0,28.5,0,31.1
Mineral Creek,2006,0,0,0,2.6,1.4,4.2,5.1,7,7.6,9.5,8.9,11.2,13.5,15.3,6.3,17.6,0,18.3,0,18.8,0,22.2,0,25.4
Mineral Creek,2007,0,0,1.3,5.1,3.7,7.1,6.1,9.3,8.1,11,10.8,13.7,11.9,16,9.2,20.3,0,23.1,0,23.5,0,26.3,0,29.7
Mineral Creek,2008,0,0,0.4,3.6,2.5,4.9,7.7,11.1,13.9,16.6,18.6,21.7,20.1,23,15.8,25.1,0,27.5,0,27.9,0,29,0,31.5
Mineral Creek,2009,0,0,0.2,2.3,2.8,4.7,9.2,10.6,11.1,12,13.8,14.6,14.7,16.1,8,19.4,0,20.4,0,24.4,0,27.2,0,28.8
Mineral Creek,2010,0,0,0.6,2.8,1.6,4,5.2,7.4,8.8,10.9,11.6,13.8,14.8,16.4,8.1,18.8,0,19.7,0,19.9,0,22.9,0,26.9
Mineral Creek,2011,0,0,1,3.7,2.1,6,8,12,10,13.3,13.2,16.4,15.2,18.4,15.6,23.7,2.8,28,0,28.3,0,30.6,0,32.4
Mineral Creek,2012,0,0,0.6,3.3,2.4,5.5,4.2,7.4,7,10,10.9,14,9.1,15.2,0,16.3,0,16.5,0,16.7,0,19,0,22.1
Mineral Creek,2013,0,0,0,0.8,1.5,2.3,3.6,4.4,7.1,7.2,9.5,9.5,11,11.2,0.6,12.8,0,13.7,0,13.8,0,17.7,0,21.7
